,word,count,frequency,probability_of_staying,cumulative_distribution,one_hot_vector,word_vector
10,eight,2,0.009523809523809525,0.429037034920393,20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.012218819001299022, 0.019285007882897384, -0.04477474032655231, -0.09960207010061117, 0.041377951075888646, -0.03143446642409526, 0.015687272247297827, -0.00621147295995249, -0.06742341178798607, 0.08221877358785237, -0.019896204550359536, -0.046525055146837066, 0.04774358465027201, -0.0034093806907091557, -0.06632546063339433, -0.06906808197395427, -0.028918927955309082, 0.06806413133189039, 0.005364300865756122, -0.052433473866367965, -0.085348302968005, -0.01917740256832827, -0.0431388227855071, 0.024352884618877035]"
11,four,2,0.009523809523809525,0.429037034920393,21,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.02391469274654907, 0.018351136431088006, 0.03756831807015159, -0.08155263922556816, 0.0045393705232226874, -0.0659670386239065, 0.015353130591166947, 0.024683689613319803, -0.004440308644139323, 0.0770641696476458, 0.015340438924392233, -0.009176751364716849, -0.09239878833451177, -0.008464992008759276, -0.05638758375063835, -0.08742217639643478, -0.07964818184578082, -0.06998588560030801, 0.08727821808797713, 0.016061824741471553, 0.03762254604927187, -0.0028442182475737683, 0.018076100219498552, -0.06585780031190712]"
12,giant,2,0.009523809523809525,0.429037034920393,23,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.03529577669235639, 0.05802150331337648, 0.04566055055426393, -0.03545062004447485, -0.0893700230695634, -0.0794267553012907, -0.03126452743277637, 0.03924731898726372, -0.049625458188036944, -0.010258853813233876, 0.039937809013540285, 0.03101633234920697, -0.06974405423309889, -0.011322120854078108, -0.012484416626149035, 0.05583631190091933, 0.02079387525383904, 0.058169608184004164, -0.06626848627099509, 0.04862418262044203, -0.028888486631258002, -0.00918212850218407, 0.0033379202776816883, 0.07077287988596664]"
13,giants,2,0.009523809523809525,0.429037034920393,24,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.0407593927679814, 0.003510642630886254, 0.015870168531606, -0.0417645939818145, -0.020579814402085426, 0.026209013460550015, 0.01783979317289587, -0.0761494912431178, 0.06179069777313103, -0.04637436768302404, 0.05089325513980775, -0.020384159134956382, 0.05727295690848591, 0.06229085834967748, -0.06515967424253809, -0.01367671540054373, 0.03559916156477923, -0.07476179334005668, -0.044309718007282096, -0.03521600858662481, 0.05400980124925877, 0.08263147056344157, 0.013596938561362622, 0.039349513304092594]"
14,in,2,0.009523809523809525,0.429037034920393,25,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.04162997750543187, -0.03200344269235107, -0.06358432709754064, 0.04523772047973781, 0.06578532498956617, 0.007539844040306353, -0.03881349200355032, -0.02139173132542916, 0.03739663767247932, -0.05902267169377921, -0.051808895611580794, 0.030141333959071582, -0.04650734744791691, -0.06107784776575769, 0.07082576637723487, -0.01374292791183941, 0.009485029965095577, -0.03847441506110046, -0.03872103492321464, 0.04739179504435037, -0.07030801540325927, 0.019555792091503196, -0.027232472539519922, -0.062322156398383496]"
15,indirectly,2,0.009523809523809525,0.429037034920393,27,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.013139473480727908, 0.04366253456299004, -0.017556588564619956, 0.0609235183261721, -0.016306973298602607, 0.018402115906955122, -0.07878947843321349, 0.06206915079182106, 0.014835718141655976, -0.08159794969440769, -0.047925701030635384, -0.04720001820418152, 0.02872999928791881, 0.052037349921749826, 0.08092077434470532, 0.04432224856237981, -0.0011821179108651083, -7.194549962169447e-05, -0.08095340083430898, 0.03993598743590885, -0.003453264035227931, 0.05785783565648465, -0.07371918648362577, 0.034406669591220275]"
16,is,2,0.009523809523809525,0.429037034920393,28,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.044321976544515994, 0.04891735577055124, -0.05515093666854215, -0.027645717273439528, 0.009634839578224303, 0.043722746182707294, 0.0011799271559829571, -0.08666118068566359, -0.011925738611097778, 0.008799294361168202, -0.09608499874402122, 0.044568223225706534, -0.08133821343226307, -0.07688807859200641, 0.0014322084115276639, 0.0028454150973429996, 0.08394970082873439, -0.08392355121600426, 0.03975535639976453, 0.020062182507583452, -0.03703677355305421, 0.014408387104617887, -0.060266144436514436, -0.019481053618966106]"
17,jupiter,2,0.009523809523809525,0.429037034920393,29,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.034620333267197295, 0.05213117593404503, 0.06281106999176997, 0.011967313376614204, 0.06388222871828975, 0.004924395710775394, -0.04164266273515952, -0.06073757882186662, -0.016150897432666914, -0.060467712233057996, -0.013755168129569395, -0.07570341633780199, -0.056940399363561336, 0.04183944516047534, 0.03325182581405003, -0.0003055337174028117, -0.044000458790350146, -0.014155884248693842, -0.06696219769904493, -0.017222587122299054, -0.0310301413349824, 0.0792365109577734, -0.07103281343941585, 0.04522824966313672]"
18,largest,2,0.009523809523809525,0.429037034920393,31,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.025306408529308048, 0.04115403578856656, 0.03638460527162726, 0.04901837693631392, 0.06013218092641264, 0.0424388626406742, 0.00809269549369581, -0.05076255892416208, -0.06487196729105713, 0.007950449171363177, -0.06272618758698531, -0.010756095402604603, -0.050931610787486946, 0.03819404566971351, 0.015274456582445271, -0.06461041869811761, -0.031144016927162593, -0.03404348306784192, -0.0621138753727241, 0.004522937912145165, -0.0720594458083901, -0.04065298311163961, -0.05995552467752726, -0.06690277742203515]"
19,majority,2,0.009523809523809525,0.429037034920393,32,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.013933032645924858, 0.04759248959670771, -0.06283368369302145, -0.06438954429525195, 0.019816710874664186, 0.06395759956480786, -0.06797057156773434, -0.0034988066047055024, 0.0638554892409063, 0.04723477537887991, 0.03981006849846053, -0.06271415847275745, 0.00480154791405531, -0.06960761064209928, -0.025924484204334606, 0.030535012905840302, -0.03577982498986915, 0.04482158646503321, -0.0023439114952523363, 0.025601790126620918, -0.07152050134185028, -0.026289340249930866, 0.03153727566149818, 0.0736301835697935]"
20,mass,2,0.009523809523809525,0.429037034920393,33,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.015038546135827351, -0.030486766608767226, -0.024912604572582184, -0.03115189719468638, -0.04370591786524359, 0.018680617884540802, 0.033267967184197375, -0.05930504636713245, 0.0565378925695208, -0.027988338456292075, -0.07098277791944435, 0.056133906372013535, -0.0179256850716646, -0.05424133367356681, 0.0056641586804601785, 0.013429722088314902, -0.06843276166755559, 0.047428081469290166, 0.0785781016802129, 0.04961937737073226, -0.04735266855973087, -0.04957511818920236, 0.04861741025521385, -0.05094330216380746]"
21,mercury,2,0.009523809523809525,0.429037034920393,35,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[0.01189133258076891, -0.01299888710402965, -0.065961727014132, -0.05617130848485455, -0.009872289020692301, 0.06850263808555457, -0.09258419603436119, -0.05908926062404181, 0.07625907610356188, -0.007451392944716289, -0.004233199031370911, -0.01780503727554201, 0.029276901191845263, -0.09386819512701179, -0.04629361082560723, 0.012606574186822539, -0.0066514775589266925, -0.025000765338316074, -0.0676674769866543, -0.08543066846286097, 0.029846814304822746, -0.02237788502670069, 0.024312225032680993, 0.07384706165412454]"
22,than,2,0.009523809523809525,0.429037034920393,36,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.03906247762032779, 0.07672530260447627, -0.07167484453971167, -0.01894686200660492, -0.023222351324228202, 0.0365040220828413, -0.06278164812133624, 0.05164712026272557, 0.011497817842724235, -0.04053923804717014, 0.04572197440062875, 0.060798772704105865, -0.056791272856037495, 0.06680673851485538, -0.020219226462266086, -0.012978436091751828, 0.05544321084995654, -0.020246367770182214, -0.070748620893595, -0.02987315786115578, 0.026404899103154116, 0.024615892121675004, -0.044503294478772416, 0.03224645143971729]"
23,with,2,0.009523809523809525,0.429037034920393,37,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.04443417096173229, -0.025768722742684907, 0.050192769868721954, 0.006636768093967101, 0.059408406665084686, 0.009136950499781518, 0.05405096747717572, -0.0631891910811421, -0.030925435240616268, -0.06741870547437787, 0.06814017055660247, -0.04865117366115682, -0.06683544265021502, -0.026471659708534837, -0.006436210325498868, 0.025233461902446006, -0.0819971043957505, 0.045999158018654465, 0.03164429411117071, 0.009892410699914613, -0.0647842441023526, -0.0464607629180858, 0.03284775207195882, -0.03344406677237411]"
24,4.6billion,1,0.004761904761904762,0.6682575694955839,38,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]","[-0.06066966722443326, -0.026417700338610402, -0.011371100566589926, -0.050025276836310376, 0.03432565927595325, -0.027217146808648254, -0.07217831684939545, 0.026489908515190348, -0.007565164115524114, 0.023011233543688725, 0.07322729929701915, -0.07118209219278254, -0.03631421124084692, -0.05458682810155333, 0.03766474237026131, -0.05482660563369385, -0.08147293070605648, 0.02594187096317235, 0.03610592894483073, 0.03307462289920546, 0.034670938154368995, 0.03943153540319252, 0.022492960981484244, -0.05973625903718809]"
